age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
29,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,127,1,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
53,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,95,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
41,admin.,married,university.degree,no,no,yes,cellular,aug,mon,114,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,management,married,basic.9y,no,no,yes,telephone,may,wed,161,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
46,services,married,high.school,no,no,no,cellular,may,wed,174,3,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
43,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,133,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
21,services,single,high.school,no,yes,yes,cellular,apr,thu,820,2,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
54,management,married,basic.6y,no,no,no,telephone,jun,wed,255,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
31,unemployed,married,university.degree,no,no,no,cellular,aug,tue,91,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
50,admin.,married,university.degree,no,no,no,cellular,aug,tue,587,2,1,failure,-2.9,92.201,-31.4,0.859,5076.2
48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,288,1,3,success,-1.7,94.027,-38.3,0.9,4991.6
26,self-employed,single,university.degree,no,yes,no,cellular,jun,wed,181,2,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2
37,services,single,basic.9y,no,yes,no,telephone,may,fri,320,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,653,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
41,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,128,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
32,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,22,17,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,services,married,basic.9y,no,no,yes,telephone,jun,fri,177,2,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2
48,technician,married,professional.course,no,no,no,cellular,jul,tue,288,1,1,failure,-1.7,94.215,-40.3,0.876,4991.6
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,748,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,admin.,married,high.school,no,yes,yes,cellular,jul,mon,101,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,services,married,high.school,no,yes,no,cellular,nov,wed,223,3,2,failure,-1.1,94.767,-50.8,1.048,4963.6
29,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,411,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
47,services,divorced,basic.4y,no,no,no,cellular,jul,tue,149,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
40,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,65,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38,admin.,married,high.school,no,yes,no,telephone,jun,mon,169,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
42,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,212,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
30,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,266,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
33,admin.,single,high.school,no,no,yes,telephone,jun,wed,113,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
47,management,married,university.degree,no,no,no,cellular,apr,mon,51,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,272,2,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6
30,services,single,basic.9y,no,yes,no,cellular,jul,wed,22,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
54,admin.,married,high.school,no,no,no,telephone,may,wed,66,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
47,admin.,married,basic.9y,no,no,no,cellular,nov,thu,164,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
32,technician,single,university.degree,no,yes,no,cellular,nov,wed,58,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
32,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,297,2,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
38,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,26,1,2,failure,-1.8,92.893,-46.2,1.281,5099.1
38,technician,single,high.school,no,no,no,cellular,aug,wed,74,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
53,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,118,7,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
26,unemployed,single,basic.9y,no,yes,no,telephone,may,tue,112,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38,admin.,single,university.degree,no,no,no,cellular,jun,tue,103,1,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2
39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,261,1,1,success,-3.4,92.379,-29.8,0.788,5017.5
48,admin.,divorced,high.school,no,no,no,telephone,jul,mon,352,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
32,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,16,6,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,39,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
35,admin.,single,university.degree,no,yes,no,cellular,may,mon,8,5,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
28,admin.,single,university.degree,no,no,yes,cellular,jul,fri,94,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
52,management,married,high.school,no,yes,yes,cellular,aug,tue,167,1,4,failure,-2.9,92.201,-31.4,0.883,5076.2
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,497,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
27,admin.,single,university.degree,no,no,no,cellular,may,tue,134,1,1,success,-1.8,92.893,-46.2,1.266,5099.1
34,technician,married,high.school,no,no,no,cellular,jul,thu,481,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,blue-collar,married,basic.4y,no,no,yes,cellular,nov,wed,217,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
32,admin.,married,university.degree,no,yes,yes,telephone,may,mon,175,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
55,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,430,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
50,technician,married,high.school,no,yes,no,cellular,dec,mon,229,1,1,failure,-3,92.713,-33,0.717,5023.5
37,admin.,single,university.degree,no,no,no,cellular,may,wed,51,4,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
32,entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,95,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,technician,single,professional.course,no,yes,no,cellular,may,mon,213,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
47,blue-collar,married,professional.course,no,yes,no,cellular,apr,tue,225,4,1,failure,-1.8,93.075,-47.1,1.423,5099.1
29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,68,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
37,entrepreneur,single,basic.9y,no,yes,no,cellular,may,tue,222,1,1,success,-1.8,92.893,-46.2,1.266,5099.1
32,technician,single,high.school,no,no,no,telephone,jul,wed,239,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,services,married,high.school,no,yes,no,cellular,jul,mon,181,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
36,services,married,high.school,no,no,yes,telephone,may,wed,166,5,0,nonexistent,1.1,93.994,-36.4,4.859,5191
35,admin.,married,university.degree,no,no,no,cellular,jun,thu,121,4,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
31,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,242,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
29,technician,single,basic.9y,no,no,no,cellular,may,thu,20,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
31,management,single,university.degree,no,yes,no,cellular,may,thu,165,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
34,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,54,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
29,technician,single,professional.course,no,yes,yes,cellular,nov,fri,215,1,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
46,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,62,7,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
29,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,760,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
54,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,253,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191
26,management,single,university.degree,no,yes,no,cellular,nov,mon,112,5,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6
27,admin.,married,professional.course,no,yes,no,cellular,may,thu,143,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
32,technician,single,university.degree,no,yes,no,cellular,aug,wed,158,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,services,married,high.school,no,yes,no,telephone,may,tue,87,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
59,retired,married,basic.9y,no,no,no,cellular,jul,mon,551,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,193,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
37,admin.,married,high.school,no,no,yes,telephone,may,thu,155,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191
55,admin.,married,professional.course,no,yes,yes,cellular,aug,tue,482,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
36,admin.,single,high.school,no,no,no,cellular,apr,fri,193,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
59,admin.,married,high.school,no,no,no,telephone,jun,mon,204,4,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
34,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,484,3,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
30,self-employed,married,professional.course,no,no,no,cellular,may,tue,34,2,1,failure,-1.8,92.893,-46.2,1.291,5099.1
29,admin.,married,high.school,no,no,no,cellular,jul,thu,48,7,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
34,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,281,2,1,failure,-1.8,92.893,-46.2,1.299,5099.1
41,entrepreneur,married,basic.4y,no,yes,no,telephone,jul,fri,89,2,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,107,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
59,retired,married,basic.4y,no,yes,yes,cellular,aug,thu,265,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,services,married,basic.9y,no,yes,no,telephone,may,wed,94,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
36,admin.,married,high.school,no,no,no,telephone,may,tue,369,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,997,2,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
48,services,married,basic.6y,no,no,no,cellular,jul,wed,69,6,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
56,admin.,married,university.degree,no,yes,no,cellular,jul,fri,177,5,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
32,admin.,married,university.degree,no,yes,yes,cellular,nov,thu,51,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
28,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,218,1,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
26,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,649,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
29,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,13,9,1,failure,-1.8,92.893,-46.2,1.25,5099.1
56,management,married,university.degree,no,no,no,cellular,jul,tue,442,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
36,blue-collar,single,basic.9y,no,yes,yes,telephone,jun,thu,762,3,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
41,services,married,basic.9y,no,no,no,telephone,may,tue,335,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38,admin.,single,university.degree,no,no,no,telephone,may,tue,189,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,2,1,success,-0.1,93.2,-42,4.12,5195.8
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,192,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,201,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
43,technician,married,professional.course,no,yes,no,telephone,may,tue,225,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,1551,1,2,failure,-3.4,92.379,-29.8,0.762,5017.5
42,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,92,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191
29,admin.,married,university.degree,no,yes,no,cellular,aug,mon,209,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,168,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
34,management,married,high.school,no,yes,no,cellular,nov,wed,228,3,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,78,7,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
23,housemaid,single,basic.4y,no,no,yes,cellular,may,thu,9,6,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
55,management,married,university.degree,no,no,no,cellular,aug,mon,106,6,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
47,services,divorced,basic.4y,no,yes,no,telephone,jun,fri,60,6,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
49,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,142,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191
47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,480,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,207,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
27,blue-collar,single,basic.9y,no,no,yes,telephone,jun,thu,869,2,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
36,admin.,single,high.school,no,no,no,cellular,jul,tue,259,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46,services,divorced,high.school,no,no,no,cellular,may,mon,222,3,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
30,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,149,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,82,2,0,nonexistent,-1.8,92.843,-50,1.663,5099.1
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,82,6,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
43,technician,single,basic.9y,no,yes,no,telephone,jun,fri,461,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,unemployed,married,high.school,no,yes,no,telephone,may,mon,96,1,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
30,admin.,married,university.degree,no,yes,no,cellular,may,fri,129,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1
39,admin.,married,university.degree,no,no,no,telephone,jun,tue,979,9,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
32,technician,single,university.degree,no,yes,no,telephone,jul,thu,119,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,technician,married,professional.course,no,yes,no,cellular,jul,fri,354,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39,technician,married,high.school,no,yes,no,cellular,may,tue,451,4,1,success,-1.8,92.893,-46.2,1.291,5099.1
51,services,married,basic.9y,no,yes,no,telephone,jun,fri,250,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
59,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,142,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,304,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
28,management,single,university.degree,no,no,no,telephone,jun,thu,651,5,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
31,admin.,married,university.degree,no,yes,no,telephone,may,thu,102,4,0,nonexistent,1.1,93.994,-36.4,4.86,5191
26,services,single,high.school,no,yes,no,telephone,may,tue,188,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,57,3,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
41,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,263,1,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,73,7,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,204,3,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,83,3,1,failure,-1.8,93.075,-47.1,1.405,5099.1
42,admin.,married,high.school,no,yes,no,cellular,may,tue,111,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,admin.,single,university.degree,no,no,no,telephone,may,mon,12,5,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
45,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,134,8,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
55,technician,married,university.degree,no,no,no,telephone,jun,tue,126,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,self-employed,single,university.degree,no,no,no,telephone,may,thu,238,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191
71,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,1,success,-3.4,92.431,-26.9,0.728,5017.5
22,services,single,basic.4y,no,no,no,telephone,may,wed,91,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191
30,admin.,single,university.degree,no,no,no,cellular,nov,fri,331,2,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
78,retired,married,high.school,no,yes,no,cellular,may,mon,754,2,2,failure,-1.8,92.893,-46.2,1.264,5099.1
30,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,589,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
51,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,89,2,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1
34,services,married,high.school,no,no,no,telephone,jun,fri,9,14,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
49,management,married,university.degree,no,yes,no,cellular,aug,thu,87,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,150,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
51,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,98,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
57,retired,married,university.degree,no,yes,no,cellular,aug,wed,187,1,1,failure,-2.9,92.201,-31.4,0.834,5076.2
33,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,76,2,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
35,admin.,married,university.degree,no,no,no,telephone,may,wed,41,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191
37,admin.,single,high.school,no,no,no,cellular,jul,thu,609,2,3,success,-1.7,94.215,-40.3,0.782,4991.6
39,admin.,single,university.degree,no,yes,no,cellular,nov,wed,514,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39,services,married,high.school,no,no,no,telephone,may,tue,919,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191
20,student,single,high.school,no,no,no,cellular,nov,wed,187,2,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
27,student,single,professional.course,no,no,no,telephone,nov,thu,72,1,0,nonexistent,-0.1,93.2,-42,4.245,5195.8
33,admin.,married,high.school,no,no,no,cellular,jul,fri,595,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39,management,married,university.degree,no,no,no,cellular,aug,mon,168,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
55,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,142,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
42,self-employed,married,high.school,no,no,no,telephone,may,tue,83,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,59,4,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39,management,married,university.degree,no,yes,no,cellular,may,fri,53,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
40,services,single,high.school,no,no,no,cellular,may,wed,197,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
54,technician,married,high.school,no,no,no,cellular,apr,mon,58,3,2,failure,-1.8,93.075,-47.1,1.405,5099.1
33,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,679,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
26,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,68,6,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
27,management,married,university.degree,no,no,no,cellular,apr,mon,54,1,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
30,technician,single,high.school,no,yes,no,cellular,aug,thu,230,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,management,single,university.degree,no,yes,no,cellular,aug,tue,139,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
35,services,single,basic.9y,no,no,no,cellular,jul,fri,102,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,19,11,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168,3,0,nonexistent,1.1,93.994,-36.4,4.859,5191
32,admin.,married,high.school,no,yes,yes,telephone,apr,mon,24,1,2,failure,-1.8,93.075,-47.1,1.405,5099.1
