"job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","nr.employed","age_group","prediction"
"self-employed","married","basic.4y","no","no","yes","cellular","nov","wed",5,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"services","married","basic.6y","no","no","yes","cellular","jul","mon",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"housemaid","single","university.degree","no","no","yes","cellular","dec","mon",3,0,"nonexistent",-3,92.713,-33,5023.5,"Adults",2
"admin.","married","university.degree","no","yes","no","cellular","aug","fri",13,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","single","basic.4y","no","yes","yes","cellular","jul","wed",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","single","basic.6y","no","yes","no","telephone","may","wed",2,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"self-employed","divorced","university.degree","no","no","no","cellular","mar","fri",2,1,"failure",-1.8,93.369,-34.8,5008.7,"Senior Citizens",2
"admin.","married","basic.9y","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","single","professional.course","no","no","no","telephone","jul","fri",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",2,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"services","married","high.school","no","yes","no","cellular","may","thu",8,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","divorced","high.school","no","no","no","cellular","jul","tue",17,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"management","married","university.degree","no","yes","no","cellular","aug","thu",2,0,"nonexistent",-2.9,92.201,-31.4,5076.2,"Adults",1
"management","married","high.school","no","no","yes","cellular","apr","fri",1,1,"failure",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","single","high.school","no","yes","no","telephone","jul","mon",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"entrepreneur","married","basic.9y","no","yes","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","single","professional.course","no","yes","no","cellular","jun","tue",1,0,"nonexistent",-2.9,92.963,-40.8,5076.2,"Young Adults",1
"services","married","high.school","no","no","no","cellular","may","thu",5,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"retired","single","university.degree","no","yes","no","cellular","oct","tue",1,0,"nonexistent",-3.4,92.431,-26.9,5017.5,"Senior Citizens",2
"admin.","single","university.degree","no","yes","yes","cellular","apr","wed",1,1,"failure",-1.8,93.075,-47.1,5099.1,"Young Adults",1
"services","married","high.school","no","no","no","cellular","oct","mon",1,0,"nonexistent",-3.4,92.431,-26.9,5017.5,"Young Adults",2
"services","single","high.school","no","yes","no","cellular","may","thu",1,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"technician","single","professional.course","no","yes","yes","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"services","single","basic.9y","no","yes","no","telephone","may","thu",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"services","single","high.school","no","yes","no","telephone","jun","wed",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","married","professional.course","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"blue-collar","married","high.school","no","yes","no","cellular","jul","wed",5,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"management","single","university.degree","no","no","no","cellular","may","thu",4,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","nov","tue",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","single","professional.course","no","yes","no","cellular","jul","wed",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","single","university.degree","no","no","no","cellular","aug","wed",1,0,"nonexistent",-2.9,92.201,-31.4,5076.2,"Young Adults",1
"technician","married","university.degree","no","no","no","cellular","sep","thu",1,1,"success",-1.1,94.199,-37.5,4963.6,"Young Adults",2
"technician","married","university.degree","no","no","no","cellular","jun","wed",1,0,"nonexistent",-2.9,92.963,-40.8,5076.2,"Adults",2
"technician","divorced","professional.course","no","yes","no","telephone","may","fri",17,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"retired","married","professional.course","no","yes","no","cellular","aug","thu",2,0,"nonexistent",-2.9,92.201,-31.4,5076.2,"Senior Citizens",1
"admin.","single","high.school","no","yes","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"technician","divorced","university.degree","no","yes","no","cellular","aug","fri",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"technician","married","university.degree","no","no","no","cellular","jun","tue",2,0,"nonexistent",-2.9,92.963,-40.8,5076.2,"Young Adults",2
"retired","single","high.school","no","no","no","telephone","may","thu",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","married","professional.course","no","yes","no","cellular","mar","mon",1,0,"nonexistent",-1.8,92.843,-50,5099.1,"Young Adults",2
"admin.","married","university.degree","no","yes","no","telephone","jun","thu",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","divorced","university.degree","no","yes","no","cellular","aug","wed",4,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","thu",3,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"technician","divorced","high.school","no","yes","no","cellular","jul","thu",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",11,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"technician","married","university.degree","no","yes","no","cellular","nov","thu",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"technician","single","professional.course","no","yes","no","cellular","may","wed",2,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"blue-collar","married","basic.6y","no","no","no","cellular","aug","mon",3,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"student","single","professional.course","no","no","no","telephone","nov","wed",1,0,"nonexistent",-3.4,92.649,-30.1,5017.5,"Young Adults",1
"unemployed","married","high.school","no","no","no","cellular","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"unemployed","married","basic.9y","no","no","no","cellular","may","wed",1,1,"success",-1.8,92.893,-46.2,5099.1,"Adults",2
"services","married","high.school","no","no","no","cellular","may","wed",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","professional.course","no","no","no","telephone","may","tue",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","university.degree","no","no","no","telephone","nov","wed",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"admin.","single","university.degree","no","yes","yes","telephone","jul","thu",8,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","divorced","basic.9y","no","yes","no","cellular","jul","mon",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"services","married","high.school","no","no","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","single","university.degree","no","no","no","cellular","aug","thu",1,1,"failure",-2.9,92.201,-31.4,5076.2,"Young Adults",1
"services","married","high.school","no","yes","no","cellular","jul","mon",2,0,"nonexistent",-2.9,92.469,-33.6,5076.2,"Adults",1
"blue-collar","married","high.school","no","yes","no","telephone","jun","mon",4,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","single","high.school","no","yes","no","telephone","nov","fri",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"retired","married","basic.4y","no","no","yes","cellular","oct","thu",2,0,"nonexistent",-3.4,92.431,-26.9,5017.5,"Adults",2
"blue-collar","married","high.school","no","no","no","cellular","may","thu",3,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"housemaid","married","basic.6y","no","yes","no","telephone","jun","mon",3,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","married","high.school","no","yes","no","telephone","may","mon",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"management","married","university.degree","no","yes","no","cellular","aug","tue",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"technician","married","professional.course","no","yes","no","telephone","may","tue",4,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"retired","married","basic.4y","no","no","no","cellular","jul","mon",1,0,"nonexistent",-1.7,94.215,-40.3,4991.6,"Senior Citizens",2
"services","single","high.school","no","no","no","cellular","jul","fri",3,0,"nonexistent",-1.7,94.215,-40.3,4991.6,"Young Adults",2
"technician","married","university.degree","no","no","no","telephone","may","mon",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"retired","married","basic.9y","no","yes","no","cellular","nov","thu",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"technician","married","professional.course","no","yes","yes","cellular","may","wed",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"retired","married","high.school","no","no","no","cellular","nov","tue",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"admin.","divorced","high.school","no","yes","no","telephone","oct","fri",1,0,"nonexistent",-0.1,93.798,-40.4,5195.8,"Adults",2
"admin.","married","university.degree","no","no","no","cellular","nov","mon",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"services","divorced","high.school","no","no","no","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","married","high.school","no","no","no","telephone","may","mon",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","divorced","professional.course","no","yes","no","cellular","jul","thu",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","married","university.degree","no","yes","no","telephone","jun","fri",5,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"technician","married","professional.course","no","yes","no","telephone","jun","tue",3,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","single","high.school","no","no","no","cellular","apr","fri",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","married","university.degree","no","no","yes","cellular","aug","fri",7,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"management","single","university.degree","no","no","no","cellular","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"technician","married","professional.course","no","yes","no","cellular","aug","thu",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","single","university.degree","no","yes","no","telephone","jul","mon",2,0,"nonexistent",-2.9,92.469,-33.6,5076.2,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"blue-collar","single","basic.4y","no","yes","no","telephone","jun","fri",8,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","divorced","university.degree","no","no","no","cellular","may","mon",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","married","high.school","no","no","no","cellular","may","thu",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"entrepreneur","married","university.degree","no","yes","no","cellular","apr","mon",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"management","married","university.degree","no","no","no","cellular","nov","tue",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"technician","single","university.degree","no","yes","no","cellular","jul","fri",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","single","high.school","no","no","no","cellular","may","thu",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"technician","single","professional.course","no","yes","no","cellular","sep","fri",1,3,"success",-1.1,94.199,-37.5,4963.6,"Young Adults",2
"admin.","single","high.school","no","no","no","cellular","jul","tue",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"retired","married","basic.6y","no","yes","no","cellular","jul","tue",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"services","single","high.school","no","no","no","telephone","may","fri",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"technician","single","professional.course","no","yes","no","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"entrepreneur","single","basic.6y","no","yes","no","telephone","may","thu",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"services","married","basic.9y","no","no","no","cellular","apr","mon",2,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Young Adults",1
"admin.","divorced","university.degree","no","yes","no","cellular","aug","fri",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","high.school","no","yes","yes","cellular","may","wed",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"management","married","university.degree","no","yes","yes","cellular","nov","fri",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"technician","married","professional.course","no","no","yes","cellular","may","fri",3,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"retired","married","basic.4y","no","no","no","cellular","may","mon",1,3,"success",-1.8,93.876,-40,5008.7,"Senior Citizens",2
"technician","married","professional.course","no","no","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","single","university.degree","no","yes","no","cellular","may","wed",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","single","university.degree","no","no","no","cellular","aug","thu",3,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","nov","wed",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"entrepreneur","married","university.degree","no","yes","no","cellular","aug","mon",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"services","divorced","high.school","no","no","no","cellular","may","mon",4,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"self-employed","single","basic.9y","no","yes","no","telephone","may","tue",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"technician","married","professional.course","no","no","no","cellular","nov","mon",3,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"entrepreneur","married","university.degree","no","yes","no","telephone","may","mon",11,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"student","single","high.school","no","no","no","telephone","nov","tue",2,0,"nonexistent",-3.4,92.649,-30.1,5017.5,"Young Adults",1
"blue-collar","married","basic.4y","no","yes","no","cellular","apr","wed",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","divorced","university.degree","no","no","yes","cellular","jul","mon",3,0,"nonexistent",-1.7,94.215,-40.3,4991.6,"Adults",2
"admin.","divorced","high.school","no","yes","no","telephone","nov","mon",2,1,"success",-3.4,92.649,-30.1,5017.5,"Adults",2
"admin.","single","high.school","no","yes","no","cellular","jul","fri",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
